,location,floor,floors_count,rooms_count,total_meters,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,street,underground,price_per_square_meter
818,17,3,9,2,44.7,1974.0,1,2,0,28.0,8.0,2.7,687,1,163310.0
819,17,13,17,2,71.2,2013.0,1,2,2,36.5,11.3,2.82,1172,1,134831.0
820,17,11,20,2,69.6,2008.0,1,2,0,37.8,11.0,2.82,1172,1,117097.0
821,17,2,19,2,75.0,2014.0,1,2,2,42.0,12.0,2.8,1350,1,185333.0
822,17,14,16,1,42.3,2022.0,1,0,0,19.0,9.0,2.82,788,1,133569.0
823,17,6,17,1,40.0,2014.0,1,2,2,15.6,9.4,2.7,995,1,150000.0
824,17,16,16,1,34.8,1982.0,1,0,0,18.0,10.0,2.82,822,1,109185.0
825,17,9,17,1,45.4,2017.0,1,1,2,25.0,10.0,2.7,1042,1,181167.0
826,17,9,17,1,37.2,2011.0,1,2,2,18.9,9.1,2.8,1279,1,193548.0
827,17,6,17,1,39.0,2016.0,1,2,2,18.0,11.0,2.7,716,1,182051.0
828,17,3,17,1,36.9,2010.0,1,1,2,18.9,9.8,2.7,663,1,184281.0
829,17,6,17,1,31.3,2021.0,1,1,2,14.6,10.0,2.7,311,1,172523.0
830,17,6,17,1,37.6,2010.0,1,2,2,19.0,7.3,2.7,1279,1,175531.0
831,17,10,14,1,34.2,2009.0,1,2,2,18.0,12.0,2.7,1146,1,192982.0
832,17,5,17,1,32.4,2023.0,1,1,2,22.4,10.0,2.8,311,1,163580.0
833,17,8,9,1,39.3,1997.0,1,2,0,13.3,17.4,2.82,340,1,162849.0
834,17,10,14,1,36.5,1994.0,1,2,0,19.4,8.2,2.82,340,1,178082.0
835,17,2,14,1,42.5,2002.0,1,2,2,20.5,10.7,2.65,411,1,169411.0
837,31,6,8,3,59.7,2024.0,1,5,0,35.4,11.5,2.72,669,1,164991.0
841,31,6,8,3,78.9,2023.0,1,2,1,38.0,18.0,3.0,172,1,164765.0
843,31,18,25,3,78.8,2009.0,1,2,0,48.0,10.0,2.82,995,1,187817.0
845,31,4,9,3,100.2,2014.0,1,0,4,82.0,10.0,3.1,247,1,319361.0
846,31,5,9,3,61.0,1982.0,1,3,2,45.0,7.0,2.7,409,1,155737.0
847,31,2,17,3,76.0,1993.0,1,2,0,56.0,12.0,2.64,995,1,156578.0
850,31,4,17,3,76.2,2012.0,1,3,2,38.8,9.2,2.73,1418,1,162729.0
851,31,1,9,3,156.8,2016.0,1,0,4,110.0,25.0,3.26,261,1,178571.0
852,31,5,9,3,67.6,1989.0,1,2,2,45.0,7.2,2.82,409,1,168639.0
853,31,1,8,3,62.8,2011.0,1,1,1,37.3,9.0,2.9,1039,1,181528.0
854,31,5,17,3,97.6,2009.0,1,2,0,53.0,12.6,2.82,463,1,147028.0
855,31,14,25,3,76.7,2011.0,1,7,2,66.7,10.0,2.7,1139,1,200782.0
857,31,17,17,3,75.0,2001.0,1,3,2,62.0,13.0,2.7,398,1,185333.0
863,31,6,9,2,43.0,2012.0,1,2,4,23.7,9.4,2.75,1039,1,176744.0
865,31,9,9,2,50.0,2017.0,1,2,4,35.0,12.0,3.5,177,1,250000.0
866,31,2,17,2,54.0,1996.0,1,2,2,32.0,10.0,2.82,398,1,144444.0
869,31,14,17,2,58.0,2021.0,1,2,4,48.5,9.5,2.8,1418,1,146551.0
873,31,2,26,2,55.0,2017.0,1,2,4,41.0,14.0,2.8,766,1,231818.0
875,31,4,6,2,49.8,2014.0,1,1,2,30.3,8.0,3.0,1346,1,180702.0
877,31,1,17,2,63.9,2012.0,1,0,3,38.0,11.5,2.8,36,1,148669.0
879,31,4,17,2,64.0,2010.0,1,2,2,38.0,12.0,2.7,463,1,143750.0
880,31,2,5,2,58.0,2020.0,1,1,0,35.0,8.0,2.82,261,1,206896.0
883,31,7,9,2,45.2,1971.0,1,1,2,39.2,6.0,2.64,900,1,162610.0
884,31,3,9,2,52.0,1999.0,1,1,2,35.0,8.0,2.64,438,1,158653.0
885,31,12,12,2,44.6,1982.0,1,2,2,28.5,6.7,2.6,87,1,206278.0
886,31,9,18,2,54.1,2016.0,1,2,2,34.0,13.0,2.8,1354,1,177264.0
887,31,3,18,2,54.2,2016.0,1,2,2,35.0,10.0,2.8,177,1,184501.0
889,31,6,10,2,56.0,2017.0,1,1,0,36.0,20.0,2.82,102,1,214285.0
892,31,6,9,2,44.1,2015.0,1,0,0,34.1,10.0,2.8,177,1,181405.0
900,31,8,20,1,40.0,2020.0,1,2,0,29.0,11.0,2.7,963,1,267500.0
901,31,4,9,1,30.3,2013.0,1,1,4,14.0,8.0,2.75,1346,1,184818.0
903,31,12,18,1,40.0,2016.0,1,2,2,20.0,9.0,2.82,766,1,206250.0
905,31,8,14,1,34.63,2024.0,0,0,3,10.3,16.1,3.0,1418,1,212234.0
908,31,8,9,1,33.1,1980.0,1,0,0,18.4,7.0,2.82,619,1,199392.0
909,31,1,16,1,37.5,1983.0,1,0,2,14.6,9.5,2.82,1240,1,213066.0
911,31,3,27,1,45.6,2016.0,1,2,2,18.1,17.7,2.7,995,1,239035.0
912,31,11,25,1,45.0,2014.0,1,2,0,29.8,15.2,2.7,999,1,306666.0
913,31,5,8,1,30.8,2011.0,1,1,0,14.5,10.0,2.7,1039,1,204545.0
914,31,8,15,1,45.29,2012.0,1,1,0,18.7,9.6,2.7,362,1,153455.0
915,31,2,17,1,45.3,2016.0,1,1,4,25.0,12.0,2.7,177,1,160706.0
920,31,18,26,1,38.8,2017.0,1,2,2,16.0,11.1,2.7,549,1,314432.0
921,31,5,9,1,38.1,1972.0,1,2,2,19.1,8.7,2.65,963,1,175853.0
922,19,2,16,1,45.0,2024.0,0,0,0,16.4,14.6,3.2,794,1,517215.0
925,19,21,30,1,36.5,2024.0,1,0,0,9.7,19.2,2.87,840,1,356164.0
935,19,7,12,1,35.0,1973.0,1,0,2,18.0,7.0,2.74,1192,1,237142.0
937,19,7,20,1,43.09,2024.0,0,0,0,10.6,18.7,2.85,769,1,469999.0
940,19,15,28,1,40.0,2022.0,1,0,0,16.0,18.0,3.12,833,1,762500.0
943,19,2,44,1,48.1,2018.0,1,0,0,30.0,3.0,3.1,1207,1,519750.0
944,19,3,5,1,30.0,2021.0,1,2,2,22.0,8.0,2.7,234,1,279666.0
945,19,4,6,1,50.2,2024.0,0,1,4,12.3,23.9,3.23,936,1,1139999.0
949,19,3,17,1,35.4,2022.0,1,0,4,24.0,9.0,3.14,706,1,423446.0
955,19,2,12,1,38.7,1985.0,1,0,2,20.7,8.3,2.64,650,1,387596.0
956,19,15,17,1,37.8,2015.0,1,2,0,19.0,7.2,2.82,108,1,238095.0
958,19,18,22,1,43.0,2022.0,1,0,0,24.0,14.0,2.82,814,1,453488.0
959,19,16,17,1,30.5,2022.0,1,1,0,12.3,7.0,2.82,720,1,200000.0
961,19,22,32,1,37.35,2023.0,1,2,4,27.35,10.0,2.7,852,1,476037.0
964,19,8,22,1,40.0,2000.0,1,1,2,30.0,10.0,2.64,142,1,332250.0
966,19,3,14,1,43.5,1989.0,1,2,2,20.0,9.0,2.82,493,1,275862.0
967,19,15,15,1,40.6,2018.0,1,0,0,20.0,10.0,2.7,1265,1,292857.0
971,19,8,17,1,50.8,2024.0,0,0,4,26.7,5.0,3.25,963,1,717000.0
973,19,24,49,1,43.9,2021.0,0,0,4,17.2,18.0,2.82,380,1,633257.0
974,19,2,6,1,39.0,2023.0,0,0,0,12.5,13.5,3.24,566,1,595000.0
975,19,21,24,1,40.8,2022.0,1,2,4,25.8,10.0,2.82,1209,1,735294.0
977,19,14,14,1,40.0,2009.0,1,2,2,17.0,8.5,2.7,125,1,184500.0
978,19,6,18,1,42.0,2011.0,1,1,3,18.0,10.0,2.82,333,1,309523.0
980,19,4,7,1,33.56,2024.0,0,0,4,12.5,10.5,2.82,383,1,166865.0
981,19,7,48,1,55.5,2024.0,0,1,4,27.0,7.7,2.82,149,1,594594.0
982,19,31,36,1,49.3,2019.0,1,0,4,25.3,19.0,3.2,1222,1,506896.0
983,19,2,9,1,32.2,1970.0,1,0,2,20.0,6.0,2.82,879,1,251552.0
987,19,4,5,1,30.9,1973.0,1,1,0,25.599999999999998,5.3,2.77,1355,1,320388.0
988,19,4,6,1,31.4,2023.0,0,0,0,15.0,6.3,2.82,904,1,907643.0
989,19,11,33,1,31.7,2023.0,1,0,4,12.1,10.5,2.6,1061,1,460567.0
991,19,18,35,1,48.5,2022.0,1,0,4,25.5,18.0,3.1,380,1,447422.0
992,19,3,9,1,56.5,1996.0,1,6,0,25.0,12.0,2.82,813,1,641592.0
994,19,12,28,1,45.2,2024.0,0,1,0,13.7,16.0,3.0,769,1,453539.0
995,19,14,17,1,37.9,1988.0,1,1,2,19.0,8.4,2.64,914,1,229551.0
997,19,5,21,1,48.4,2024.0,1,0,4,15.8,15.5,3.1,1233,1,439049.0
1001,19,17,21,1,48.1,2023.0,0,0,4,15.8,15.5,3.1,1233,1,561742.0
1002,19,18,41,1,30.2,2024.0,1,0,4,15.0,5.0,3.0,1222,1,516556.0
1003,19,7,27,1,34.9,2024.0,0,0,4,13.4,11.2,3.0,1418,1,487692.0
1005,19,6,9,1,36.0,1975.0,1,0,0,29.0,7.0,2.82,1053,1,255555.0
1006,19,6,9,1,65.1,2021.0,0,0,4,39.3,10.3,3.6,1130,1,850693.0
1007,19,14,32,1,44.0,2021.0,1,0,4,25.0,10.0,2.82,1203,1,738636.0
1009,19,9,12,1,39.0,1976.0,1,2,0,20.8,8.7,2.82,56,1,338461.0
1012,19,29,47,1,41.0,2023.0,1,0,4,26.2,14.8,3.1,170,1,451219.0
1015,19,11,20,1,44.0,2022.0,1,0,4,32.0,7.0,3.0,1418,1,511136.0
1016,19,6,14,1,39.4,1994.0,1,6,3,20.9,8.7,2.64,901,1,222081.0
1018,19,13,25,1,38.8,2022.0,1,0,0,10.0,17.8,2.9,106,1,381443.0
1021,19,15,18,1,38.5,2023.0,1,0,4,20.5,18.0,3.0,814,1,428571.0
1022,19,6,17,1,38.0,2012.0,1,2,2,19.0,8.0,2.74,45,1,246052.0
1024,19,17,22,1,43.5,2022.0,1,0,0,8.6,21.7,2.82,814,1,441379.0
1027,19,22,22,1,15.8,1980.0,1,0,2,11.0,3.0,2.65,963,1,499367.0
1030,19,3,17,1,38.7,2001.0,1,0,0,19.0,8.0,2.64,1081,1,346253.0
1032,19,22,22,1,19.4,1980.0,1,0,2,11.4,3.0,2.65,963,1,431958.0
1033,19,6,14,1,38.6,2000.0,1,2,2,19.0,9.0,2.6,1157,1,349740.0
1034,19,3,5,1,37.1,2024.0,0,0,4,11.1,12.0,3.2,821,1,461999.0
1035,19,13,24,1,42.9,2022.0,1,2,4,28.299999999999997,14.6,2.82,1209,1,559440.0
1038,19,22,22,1,19.4,1980.0,1,0,2,15.0,4.0,2.65,963,1,457731.0
1039,19,5,12,1,36.0,1970.0,1,1,3,19.9,9.8,2.5,1149,1,291666.0
1042,19,2,19,1,36.9,2024.0,0,2,0,16.5,9.0,2.82,973,1,235772.0
1043,32,6,9,1,32.0,2024.0,0,2,0,22.6,9.4,2.82,430,0,143600.0
1044,32,4,5,1,31.2,1974.0,1,0,2,18.0,6.0,2.7,415,0,112179.0
1046,32,8,9,1,33.0,2024.0,0,0,0,23.0,10.0,2.82,430,0,146600.0
1047,32,6,9,1,30.9,2020.0,1,2,2,14.6,11.1,2.82,895,0,150485.0
1048,32,2,9,1,45.2,2010.0,1,0,0,19.2,26.000000000000004,2.82,62,1,137168.0
1049,32,7,9,1,31.6,2024.0,0,0,0,22.200000000000003,9.4,2.82,430,0,147599.0
1050,32,3,9,1,42.7,2010.0,1,2,2,17.0,13.2,2.8,62,0,129976.0
1052,32,2,9,1,34.18,2024.0,0,2,0,14.8,8.3,2.82,1418,0,131100.0
1053,32,5,5,1,29.9,1971.0,1,0,2,18.2,5.8,2.82,576,0,105351.0
1056,32,3,5,1,35.1,1988.0,1,2,2,20.1,7.9,2.82,430,0,112535.0
1057,32,2,5,1,30.1,1970.0,1,1,2,19.3,4.0,2.82,11,0,104651.0
1060,32,5,5,1,38.0,1988.0,1,2,2,17.5,8.0,2.64,1044,0,80789.0
1062,32,3,5,1,52.7,1979.0,1,2,2,27.7,12.5,2.55,685,0,92030.0
1064,32,4,9,1,33.5,2024.0,0,0,0,21.3,12.2,2.82,430,0,140100.0
1065,32,4,9,1,28.9,2023.0,1,2,0,14.0,8.0,2.7,1321,0,128027.0
1067,32,1,9,1,42.3,2024.0,0,0,0,27.599999999999998,14.7,2.82,430,0,126600.0
1068,32,5,5,1,40.0,1990.0,1,2,2,18.0,7.2,2.82,6,0,91250.0
1069,32,3,5,1,28.0,1975.0,1,1,0,15.0,6.0,2.82,19,0,123214.0
1070,32,8,9,1,35.4,2024.0,0,0,0,25.9,9.5,2.82,430,0,150100.0
1073,32,8,9,1,31.4,2024.0,0,2,0,22.0,9.4,2.82,430,0,149600.0
1076,37,1,5,3,51.7,1975.0,1,0,2,37.4,6.6,2.82,361,0,84139.0
1077,37,4,5,3,69.7,1983.0,1,3,0,46.0,9.0,2.82,361,1,104734.0
1078,37,5,6,3,86.0,2018.0,1,1,2,60.0,12.0,2.82,129,0,101744.0
1084,37,18,18,1,41.0,2008.0,1,0,2,32.0,9.0,2.8,84,0,92682.0
1086,37,2,12,1,40.0,2023.0,1,2,2,14.4,13.2,2.8,999,0,125000.0
1090,37,2,3,2,62.5,2022.0,1,0,2,51.7,10.8,2.82,975,0,105600.0
1093,37,9,9,1,32.9,1973.0,1,0,0,18.0,6.0,2.82,1418,0,121580.0
1097,37,1,5,3,68.0,1990.0,1,2,2,45.1,10.9,2.82,1418,0,82352.0
1098,37,2,3,2,57.5,2014.0,1,1,0,16.7,27.6,2.82,139,1,84347.0
1103,19,11,21,3,74.5,2020.0,0,0,0,46.9,7.8,3.3,774,1,308511.0
1109,19,4,23,3,122.7,2007.0,1,3,4,97.7,25.0,2.82,866,1,529747.0
1110,19,6,11,3,79.7,2019.0,1,2,0,42.0,13.0,2.82,1417,1,395232.0
1111,19,7,18,3,91.7,2015.0,1,2,2,50.0,13.0,2.8,361,1,190839.0
1117,19,9,27,1,47.1,2023.0,1,2,4,13.4,21.0,3.0,1237,1,467070.0
1118,19,2,23,1,55.0,2018.0,1,0,4,33.0,8.0,4.5,1417,1,281818.0
1121,19,11,16,1,38.2,2024.0,0,0,3,10.4,11.3,2.72,1418,1,203258.0
1124,19,1,8,1,34.2,2024.0,0,0,0,10.7,15.7,2.8,322,1,244999.0
1131,19,2,13,4,125.7,2024.0,0,0,0,56.6,36.2,3.2,794,1,491214.0
1132,19,11,20,4,90.71,2024.0,0,0,0,48.1,8.2,2.85,769,1,358300.0
1143,19,8,21,4,101.3,2023.0,1,10,0,53.1,11.0,3.1,1383,1,449160.0
1175,19,21,25,5,151.0,2022.0,1,0,4,85.3,35.4,2.82,842,1,320000.0
1180,19,10,14,1,28.7,2023.0,1,0,4,19.5,1.0,2.82,1358,1,592334.0
1184,19,11,16,1,20.0,1976.0,1,0,0,12.0,3.0,2.82,774,1,375000.0
1187,19,19,33,1,23.8,2023.0,1,0,0,11.6,12.200000000000001,2.82,1030,1,407563.0
1198,0,9,17,1,32.0,2024.0,0,0,0,10.1,14.0,2.72,1405,1,203000.0
1200,0,2,16,1,32.0,1987.0,1,0,2,18.0,7.5,2.7,472,1,155937.0
1202,0,3,24,1,46.8,2022.0,1,1,2,34.599999999999994,12.2,2.82,542,1,166089.0
1204,0,12,22,1,32.8,2024.0,0,0,3,11.8,11.8,2.74,121,1,199549.0
1205,0,14,24,1,41.3,2022.0,1,2,2,17.0,10.0,2.82,542,1,171912.0
1206,0,5,25,1,33.7,2013.0,1,2,2,15.2,8.3,2.7,785,1,160237.0
1208,0,13,24,1,41.4,2022.0,1,3,2,30.0,11.4,2.7,542,1,171497.0
1209,0,12,17,1,36.0,2021.0,1,2,0,18.0,9.0,2.82,1407,1,159722.0
1212,0,3,6,1,36.9,2019.0,1,1,2,16.6,10.4,2.8,1225,1,120000.0
1214,0,6,20,1,45.5,2015.0,1,2,0,20.8,12.0,3.0,688,1,107692.0
1215,0,3,9,1,32.5,1980.0,1,1,2,26.0,6.5,2.7,1418,1,158461.0
1217,0,7,17,1,37.8,2006.0,1,0,2,30.499999999999996,7.3,2.75,631,1,150793.0
1218,0,1,18,1,32.1,2016.0,1,0,2,22.5,9.6,2.7,371,1,158878.0
1219,0,9,22,1,32.6,2024.0,0,0,3,11.8,11.8,2.74,121,1,185582.0
1220,0,4,6,1,47.0,2019.0,1,2,0,24.0,10.0,2.8,1225,1,167021.0
1221,0,8,27,1,43.6,2014.0,1,2,2,12.0,10.0,2.82,1418,1,141055.0
1223,0,7,21,1,34.5,2021.0,1,2,3,15.0,11.0,2.7,1371,1,188376.0
1224,0,14,14,1,38.0,1993.0,1,2,2,18.0,8.0,2.7,472,1,150000.0
1225,0,20,22,1,44.1,2024.0,0,0,3,12.9,22.2,2.74,121,1,171155.0
1226,0,6,16,1,35.0,1990.0,1,2,2,18.0,10.0,2.7,467,1,142828.0
1227,0,3,17,1,32.0,2023.0,1,0,0,22.0,10.0,2.8,98,1,168750.0
1229,0,16,16,1,35.2,2020.0,1,2,2,14.1,13.3,2.8,620,1,166193.0
1230,0,3,17,1,44.0,2008.0,1,2,2,20.0,8.5,2.7,570,1,125000.0
1232,0,9,18,1,40.5,2011.0,1,2,2,20.0,10.0,2.8,590,1,144444.0
1234,0,19,24,1,43.0,2010.0,1,2,0,20.0,12.0,3.0,1333,1,175581.0
1235,0,2,12,1,41.0,1983.0,1,1,0,18.0,10.0,2.82,1146,1,117073.0
1237,0,2,14,1,38.0,2010.0,1,1,2,20.0,8.5,2.74,1281,1,184184.0
1238,0,5,9,1,20.5,1984.0,1,0,2,12.0,4.5,2.5,26,1,190243.0
1241,0,7,20,1,37.0,2016.0,1,2,2,16.7,9.0,2.7,695,1,148648.0
1243,0,12,17,1,39.5,2016.0,1,2,0,19.0,10.0,2.7,75,1,167088.0
1250,0,5,16,1,41.0,2015.0,1,1,0,16.2,12.2,2.82,122,1,153658.0
1251,0,7,22,1,36.9,2024.0,0,0,3,10.9,18.2,2.74,121,1,179688.0
1252,0,17,17,1,35.0,2011.0,1,1,2,16.0,9.0,2.82,308,1,188285.0
1253,0,18,21,1,40.2,2011.0,1,1,2,30.0,5.0,2.8,195,1,141791.0
1255,0,10,22,1,34.0,2018.0,1,2,0,15.0,10.0,2.82,1407,1,208823.0
1256,0,7,11,1,16.6,1976.0,1,1,2,10.0,4.0,2.82,1381,1,216867.0
1258,0,11,17,1,37.2,2022.0,1,2,0,13.8,11.9,2.75,1371,1,170296.0
1259,0,7,9,1,35.0,1994.0,1,2,0,16.5,8.0,2.82,501,1,145714.0
1260,0,14,17,1,30.0,2024.0,0,0,0,12.2,11.4,2.72,1405,1,207000.0
1261,0,4,16,1,43.3,2006.0,1,1,2,33.8,9.5,2.9,390,1,126997.0
1262,0,11,17,1,38.0,2013.0,1,2,2,17.0,9.0,2.82,1418,1,157894.0
1265,0,4,18,1,39.0,2015.0,1,2,2,18.0,8.2,2.8,411,1,160256.0
1267,0,16,27,1,49.9,2015.0,1,0,2,19.5,12.8,2.82,1381,1,164328.0
1268,0,13,17,1,39.5,2013.0,1,1,2,18.9,9.7,2.66,1137,1,163797.0
1271,0,8,9,1,34.8,1983.0,1,0,0,28.999999999999996,5.8,3.74,1418,1,153735.0
1272,0,3,9,1,36.6,1979.0,1,2,2,17.9,7.5,2.5,526,1,158469.0
1275,0,3,21,1,34.6,2011.0,1,2,2,15.0,9.7,2.8,195,1,158959.0
1277,0,4,17,1,37.7,2010.0,1,2,2,18.0,8.0,2.74,312,1,183023.0
1280,0,15,18,1,38.0,2013.0,1,2,2,28.0,10.0,2.8,411,1,205263.0
1284,8,7,16,3,77.3,2008.0,1,4,0,48.0,9.3,2.82,386,1,151358.0
1286,8,12,18,3,74.4,2017.0,1,6,2,45.0,13.2,2.7,386,1,210349.0
1287,8,7,10,3,64.0,1994.0,1,2,2,48.0,11.0,2.82,321,1,129687.0
1289,8,3,3,3,78.0,2017.0,1,2,2,45.0,21.0,2.82,420,0,98717.0
1290,8,3,9,3,62.5,1983.0,1,1,2,36.0,9.0,2.82,321,1,126400.0
1292,8,7,16,3,80.0,2009.0,1,2,2,45.0,15.0,2.7,386,1,160000.0
1293,8,3,5,3,59.2,1977.0,1,1,2,44.9,6.7,2.82,711,0,86993.0
1295,8,4,5,2,44.4,1976.0,1,1,2,27.8,6.0,2.7,2,1,117117.0
1296,8,3,22,2,57.8,2016.0,1,0,2,38.0,12.0,2.7,350,1,147058.0
1299,8,4,15,2,55.4,2008.0,1,2,2,37.4,7.2,2.7,386,1,193140.0
1304,8,5,9,2,54.1,1979.0,1,2,2,29.6,8.0,2.7,324,0,156931.0
1305,8,2,17,2,65.0,2009.0,1,0,2,52.0,13.0,2.8,301,1,168461.0
1307,8,2,5,2,36.1,1988.0,1,1,2,22.0,6.0,2.7,711,0,96675.0
1310,8,12,12,2,60.2,2012.0,1,2,3,35.0,10.0,2.82,301,1,182724.0
1311,8,2,5,2,47.8,1974.0,1,1,2,39.8,8.0,2.5,44,0,106694.0
1313,8,1,17,2,58.8,2015.0,1,0,2,50.8,8.0,2.82,350,1,134353.0
1315,8,6,10,2,61.0,2014.0,1,5,2,32.5,10.8,2.7,350,1,162295.0
1318,8,14,17,1,24.5,2017.0,1,0,3,15.5,4.0,2.7,350,1,159183.0
1319,8,2,17,1,25.4,2023.0,1,2,2,16.7,8.7,3.0,595,1,135826.0
1321,8,3,17,1,21.82,2024.0,0,0,0,11.8,5.0,2.82,359,1,119156.0
1323,8,5,17,1,28.1,2018.0,1,0,2,23.1,5.0,2.7,712,1,163701.0
1324,8,8,17,1,28.1,2016.0,1,0,3,16.0,4.0,2.7,712,1,142348.0
1325,8,4,8,1,42.0,2010.0,1,1,2,30.0,12.0,2.8,386,1,160714.0
1330,8,12,19,1,28.8,2017.0,1,0,2,20.8,8.0,2.7,712,1,163194.0
1335,8,8,17,1,42.5,2015.0,1,5,0,17.0,10.0,2.7,633,1,138823.0
1336,8,1,5,1,30.3,1977.0,1,0,0,19.0,6.0,2.6,49,0,105610.0
1338,8,14,17,1,38.3,2013.0,1,6,0,20.0,11.0,2.82,165,1,148825.0
1341,8,9,10,1,36.4,2014.0,1,2,0,19.0,10.0,2.64,350,1,156593.0
1342,8,4,17,1,40.2,2007.0,1,2,3,22.0,9.0,2.5,575,1,165422.0
1344,8,3,17,1,44.0,2021.0,1,2,0,20.0,14.0,2.82,1418,1,193181.0
1348,8,11,17,1,42.5,2014.0,1,2,3,17.0,10.0,2.75,350,1,157647.0
1350,8,1,3,1,40.0,2014.0,1,2,2,13.0,15.0,3.0,420,0,131250.0
1351,8,4,5,1,41.8,1985.0,1,1,0,20.0,11.8,2.5,633,1,119617.0
1353,8,2,3,1,40.0,2015.0,1,2,2,12.0,14.0,2.8,420,0,130000.0
1354,8,14,17,1,34.3,2016.0,1,2,2,15.9,9.5,2.65,350,1,155976.0
1356,8,14,18,1,39.0,2022.0,1,1,2,20.0,9.0,2.82,595,1,119230.0
1357,8,4,5,1,36.0,1990.0,1,2,0,17.0,10.0,2.82,1326,0,123611.0
1359,8,15,18,1,43.0,2023.0,1,2,2,22.0,9.0,2.82,595,1,119534.0
1360,8,10,14,1,41.0,2015.0,1,2,2,20.3,12.0,2.8,386,1,170000.0
1362,8,10,16,1,31.5,2008.0,1,2,0,15.9,8.0,2.6,386,1,206349.0
1364,8,8,17,1,40.0,2013.0,1,3,0,20.0,10.0,2.7,633,0,163750.0
1365,8,11,17,1,40.0,2015.0,1,1,2,19.4,9.7,2.7,350,1,175000.0
1366,8,2,17,1,42.0,2019.0,1,3,2,20.0,10.0,2.52,165,1,157142.0
1367,8,2,13,1,40.0,1999.0,1,2,2,19.0,11.0,2.82,324,0,192500.0
1369,8,7,17,1,46.0,2016.0,1,2,2,22.0,12.0,2.5,350,1,169565.0
1371,8,12,17,1,40.1,2022.0,1,2,2,16.0,10.0,2.7,301,1,154613.0
1372,8,13,17,1,42.2,2013.0,1,6,2,20.0,10.5,2.82,165,1,170616.0
1374,8,6,17,1,38.1,2016.0,1,1,0,17.0,21.1,2.82,386,1,191601.0
1375,8,12,17,1,47.0,2015.0,1,2,4,36.0,11.0,2.8,386,1,170212.0
1376,8,12,14,1,43.0,2020.0,1,2,2,17.0,12.0,3.0,165,1,179069.0
1377,8,14,17,1,45.0,2007.0,1,2,0,19.0,9.0,2.7,575,1,180000.0
1378,8,11,18,1,37.8,2017.0,1,1,1,22.0,10.8,2.7,386,1,206349.0
1379,8,8,13,1,38.0,2009.0,1,2,2,17.5,10.0,2.8,14,1,218421.0
1380,8,3,16,1,39.1,2006.0,1,2,2,19.0,9.0,2.8,443,1,203452.0
1381,8,9,17,1,44.8,2006.0,1,2,0,17.0,10.0,2.7,468,1,128348.0
1385,8,7,8,1,40.3,2011.0,1,0,0,28.299999999999997,12.0,2.75,386,1,157568.0
1387,24,3,9,4,63.1,1972.0,1,2,2,33.0,5.8,2.7,201,1,129952.0
1388,24,6,9,4,74.0,1970.0,1,2,2,56.0,7.0,2.6,928,1,134864.0
1389,24,11,22,4,104.5,2012.0,1,1,2,52.7,12.0,3.0,1121,1,215311.0
1390,24,12,17,4,126.71,2011.0,1,2,0,93.0,14.4,2.82,573,1,155867.0
1392,24,1,9,4,91.3,1988.0,1,6,2,53.6,10.0,2.5,940,1,117196.0
1394,24,2,10,4,73.4,1996.0,1,2,2,52.0,10.0,2.7,356,1,129427.0
1396,24,6,9,4,74.0,1970.0,1,2,0,56.0,7.0,2.6,928,1,134864.0
1397,24,5,17,2,65.0,2017.0,1,2,0,33.0,15.0,2.8,341,1,169076.0
1398,24,2,14,2,58.3,2015.0,1,2,4,34.4,11.4,2.8,387,1,135506.0
1399,24,16,17,2,62.2,2008.0,1,2,2,30.0,11.5,2.8,521,1,136655.0
1400,24,5,19,2,83.0,2014.0,1,2,0,69.0,14.0,3.0,1121,1,132528.0
1401,24,9,14,2,58.3,2017.0,1,0,4,27.0,10.0,2.8,387,1,134648.0
1402,24,4,9,2,62.4,2012.0,1,6,2,35.0,15.0,2.7,875,1,144214.0
1405,24,19,22,1,34.1,2021.0,1,2,3,18.0,9.0,2.75,1121,1,146627.0
1410,24,4,17,1,42.4,2015.0,1,2,2,21.0,9.8,2.6,849,1,172169.0
1412,24,4,17,2,66.0,2016.0,1,2,2,32.8,17.5,2.8,341,1,151515.0
1415,24,9,9,2,51.2,1994.0,1,2,0,29.0,7.0,2.82,965,1,156191.0
1416,24,15,16,2,68.0,2022.0,1,2,2,32.0,11.0,2.82,201,1,133823.0
1420,24,3,3,2,59.2,2023.0,1,1,2,33.5,12.1,3.1,105,1,101351.0
1421,24,7,21,2,53.0,2021.0,1,1,2,41.0,12.0,3.1,1121,1,166037.0
1423,24,3,5,2,45.9,1970.0,1,1,2,30.5,5.8,2.68,201,1,122004.0
1424,24,12,12,2,45.3,1986.0,1,2,2,38.3,7.0,2.6,573,1,136865.0
1425,24,9,12,2,46.0,1982.0,1,2,2,30.0,7.0,2.7,573,1,163043.0
1427,24,3,17,2,80.0,2011.0,1,6,2,62.0,12.0,2.9,692,1,156250.0
1431,24,6,16,2,61.4,2012.0,1,4,4,31.9,15.6,2.82,692,1,159609.0
1432,24,4,9,2,44.7,1975.0,1,1,2,27.5,7.5,2.6,201,1,167785.0
1433,24,13,17,2,58.5,2020.0,1,2,2,33.0,13.0,2.8,1147,1,176068.0
1434,24,11,17,2,63.1,2017.0,1,2,0,33.1,14.8,2.7,341,1,153724.0
